#"Progress (%)"	"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Kinetic Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1.9%	39000	389.9999999997903	369.80912426044233	1727.836328947435	2097.6454532078774	494.7879628830627	1.93e+04	1:27
2.0%	40000	399.9999999997812	464.03392215870554	1660.821979001527	2124.855901160233	475.5975493362728	1.94e+04	1:27
2.0%	41000	409.9999999997721	520.4109741043503	1711.7141650978454	2232.125139202196	490.17117570550346	1.94e+04	1:27
2.1%	42000	419.999999999763	391.8030924306771	1897.64273502395	2289.4458274546273	543.4141923120244	1.94e+04	1:27
2.1%	43000	429.9999999997539	440.3038118276818	1845.0130285550038	2285.3168403826858	528.3430048305302	1.94e+04	1:27
2.2%	44000	439.99999999974483	499.90999320944184	1811.0648375265528	2310.9748307359946	518.6215074866442	1.94e+04	1:26
2.2%	45000	449.99999999973573	382.59146266183234	1857.2381746666028	2239.829637328435	531.843831291443	1.95e+04	1:26
2.3%	46000	459.99999999972664	409.91064562951215	1819.4073002966172	2229.317945926129	521.0104780681011	1.95e+04	1:26
2.4%	47000	469.99999999971755	427.7823872587178	1804.976258180229	2232.7586454389466	516.8779651608183	1.95e+04	1:26
2.4%	48000	479.99999999970845	476.9774652842261	1787.6724121244304	2264.6498774086567	511.9227882169428	1.95e+04	1:26
2.5%	49000	489.99999999969936	512.6017205700336	1740.108793199192	2252.7105137692256	498.3023394967209	1.95e+04	1:26
2.5%	50000	499.99999999969026	471.50460138278413	1833.378643263423	2304.8832446462075	525.0113502626899	1.95e+04	1:26
2.5%	51000	509.99999999968117	565.6219532749092	1726.9640934997728	2292.586046774682	494.53818714153385	1.96e+04	1:26
2.6%	52000	519.9999999996721	502.21618203181424	1805.4983754110956	2307.7145574429096	517.0274800869247	1.96e+04	1:25
2.6%	53000	529.999999999663	484.23395783704257	1788.1756427159564	2272.409600552999	512.0668947130675	1.96e+04	1:25
2.7%	54000	539.9999999996539	462.5473303294709	1858.2012787501403	2320.748609079611	532.1196284254391	1.96e+04	1:25
2.8%	55000	549.9999999996448	474.79380682251576	1843.2771048576271	2318.0709116801427	527.8459009465827	1.96e+04	1:25
2.8%	56000	559.9999999996357	434.6333483149356	1844.41164456379	2279.0449928787257	528.1707908569391	1.96e+04	1:25
2.9%	57000	569.9999999996267	451.3801202465711	1789.9732831144447	2241.353403361016	512.5816719612726	1.96e+04	1:25
2.9%	58000	579.9999999996176	515.7395652115532	1701.455685304523	2217.195250516076	487.23352922002465	1.97e+04	1:25
3.0%	59000	589.9999999996085	428.72618458016564	1763.4112273946782	2192.137411974844	504.9752886370049	1.97e+04	1:25
3.0%	60000	599.9999999995994	506.96456015703734	1721.9322724690237	2228.896832626061	493.0972610331488	1.97e+04	1:25
3.0%	61000	609.9999999995903	536.519569639397	1768.4246738622592	2304.9442435016563	506.4109529549492	1.97e+04	1:25
3.1%	62000	619.9999999995812	513.3048277422808	1810.8575853587902	2324.1624131010713	518.5621581859191	1.97e+04	1:24
